date,open,high,low,close,volume
2023-01-11,87800,88400,86500,87300,3083961
2023-01-12,88100,88100,85800,86800,3065582
2023-01-13,86800,87500,85400,85700,2058890
2023-01-16,86000,86500,84900,85800,1512876
2023-01-17,86400,87200,85700,86000,1586136
2023-01-18,86400,86500,84500,85100,1494262
2023-01-19,84000,85800,84000,85500,1674834
2023-01-20,86300,87800,86100,87600,2386074
2023-01-25,92000,92000,90600,91400,3611901
2023-01-26,90800,92300,90100,92300,2319962
2023-01-27,91300,92800,90300,91500,2553811
2023-01-30,91300,91600,90000,90700,2603297
2023-01-31,90800,90800,86800,88500,5185088
2023-02-01,91200,91400,88500,91400,3889171
2023-02-02,94900,94900,92700,93400,4350607
2023-02-03,92400,93200,91300,92200,2925123
2023-02-06,91400,92000,89100,89100,2819903
2023-02-07,88800,91200,88800,90800,2166265
2023-02-08,91700,95000,91600,94900,3964981
2023-02-09,94800,94800,92600,94400,2726568
2023-02-10,94300,94700,93100,93500,1971090
2023-02-13,92000,92000,89900,90600,3159031
2023-02-14,91800,93500,91600,93400,2185525
2023-02-15,93800,94200,91200,91700,1801577
2023-02-16,91900,93400,91600,92900,1812496
2023-02-17,91400,92700,90900,92000,1691509
2023-02-20,92700,93300,90700,92500,1774617
2023-02-21,92500,92600,90900,91200,1477419
2023-02-22,89900,90300,88500,89100,2301835
2023-02-23,90000,93700,89600,92700,3659678
2023-02-24,93500,94000,91000,91000,2496352
2023-02-27,90100,90300,89100,90000,1893345
2023-02-28,91000,91000,88700,89400,2082486
2023-03-02,89400,90300,87500,88100,2744038
2023-03-03,88500,89200,87200,87300,2239958
2023-03-06,87900,89800,87500,89700,2374415
2023-03-07,89700,90000,88800,88900,1610948
2023-03-08,87700,87800,86400,86800,2790989
2023-03-09,87300,87800,85300,85600,3315016
2023-03-10,83800,84400,83100,83300,3559824
2023-03-13,83200,84700,82400,84300,2860341
2023-03-14,82600,83000,81100,81100,3359381
2023-03-15,81900,82300,78800,79100,5357314
2023-03-16,76700,80200,76700,79000,4804196
2023-03-17,81200,84800,81100,84000,6239588
2023-03-20,83800,85100,83000,83700,2223378
2023-03-21,84100,85100,82900,83600,1880231
2023-03-22,85200,87300,83800,86900,2667268
2023-03-23,85400,88500,85100,88500,3091673
2023-03-24,89100,90700,86700,87300,4670908
2023-03-27,87500,87800,84700,85500,3211190
2023-03-28,85300,88700,85200,88400,3180431
2023-03-29,87400,88700,86500,86900,3070422
2023-03-30,89900,90500,87700,88800,4264354
2023-03-31,89200,89500,87600,88600,2676327
2023-04-03,89700,89700,86600,87200,2502220
2023-04-04,85700,85900,83700,84500,16808036
2023-04-05,84300,85700,84100,84600,4380498
2023-04-06,83900,84700,82700,83800,5379170
2023-04-07,87900,89400,86000,89100,10867359
2023-04-10,88700,92500,88500,90700,5387514
2023-04-11,90700,92200,89900,91800,5001836
2023-04-12,91900,92000,89700,90300,4751001
2023-04-13,89500,90300,88200,88700,4907552
2023-04-14,90100,90300,88600,89300,2324722
2023-04-17,89000,89000,87700,88500,1877825
2023-04-18,89300,89300,87300,87600,1763334
2023-04-19,88000,88500,86600,88200,2024519
2023-04-20,86600,88400,86200,87700,1746001
2023-04-21,87700,89800,87200,89100,2624982
2023-04-24,88100,88800,87000,87200,2054455
2023-04-25,87500,87800,83700,85500,4096411
2023-04-26,86400,88700,86200,87400,3240654
2023-04-27,87900,89200,86000,88800,2980163
2023-04-28,90800,91400,88700,89500,3737493
2023-05-02,90900,90900,88900,90200,2427349
2023-05-03,89000,90300,88600,89800,1779615
2023-05-04,88900,89600,87500,88700,1794303
2023-05-08,89700,90000,87700,88700,2615242
2023-05-09,88400,88600,86700,87300,2297473
2023-05-10,87200,87700,86300,86900,2137658
2023-05-11,86900,87300,85000,86300,2806299
2023-05-12,86300,87600,86200,87200,2712372
2023-05-15,87000,87100,85500,86400,2357794
2023-05-16,89500,90700,88500,90400,5121364
2023-05-17,92000,92000,90300,91900,3340386
2023-05-18,92800,94000,92000,93600,3473641
2023-05-19,95000,97900,94900,97300,5062669
2023-05-22,97700,99400,97100,98200,4248401
2023-05-23,99000,99000,97000,97900,2472514
2023-05-24,97400,97800,96300,97700,2097933
2023-05-25,104300,104300,101100,103500,7431586
2023-05-26,107500,110500,106100,109200,10136706
2023-05-30,113200,113400,109500,110300,9058509
2023-05-31,110000,110900,108500,108600,8166685
2023-06-01,106000,110500,106000,110300,5553560
2023-06-02,111000,112700,109200,110300,3991904
2023-06-05,110100,110500,108500,108700,3316020
2023-06-07,108700,109300,108000,108000,3313460
2023-06-08,107000,109700,106700,109700,4355468
2023-06-09,110300,115600,108300,115400,7950947
2023-06-12,114400,115800,114000,114800,2637721
2023-06-13,117000,120100,117000,119500,6232477
2023-06-14,118800,119700,118100,118800,3240260
2023-06-15,120200,121100,118000,119000,3778592
2023-06-16,117300,119800,116300,118900,4303391
2023-06-19,118000,118500,113500,114800,4208396
2023-06-20,114000,117000,113200,116100,3319570
2023-06-21,116200,117500,114600,115100,2728146
2023-06-22,114200,115900,113400,114000,2612402
2023-06-23,114000,115200,112500,113600,2987472
2023-06-26,113100,113900,111200,113500,3350758
2023-06-27,114000,114000,110800,113000,3602087
2023-06-28,114200,115200,112800,114300,3178571
2023-06-29,115200,117400,114500,116200,4398301
2023-06-30,114600,115500,113200,115200,2674318
2023-07-03,115300,118900,115300,117600,3022009
2023-07-04,118200,118400,117200,117900,1988592
2023-07-05,118100,118200,116100,116700,2483034
2023-07-06,116000,116100,113100,113800,3465047
2023-07-07,112700,113000,111200,111800,2781723
2023-07-10,111800,112900,109700,110300,3163245
2023-07-11,111500,113400,111200,113400,2209391
2023-07-12,113200,115400,112800,115400,2228477
2023-07-13,115400,117000,113600,114100,3421492
2023-07-14,115500,120200,115300,118000,5817889
2023-07-17,116900,118700,116000,117200,2427281
2023-07-18,117500,119000,116700,117800,2299880
2023-07-19,118700,119100,116700,117500,2580301
2023-07-20,116500,117500,115200,116900,1949776
2023-07-21,114700,115100,113200,115100,2745384
2023-07-24,114100,114900,112900,114000,2761991
2023-07-25,114000,114200,112200,113400,2678385
2023-07-26,116000,116100,111300,113000,4995935
2023-07-27,115000,124000,114100,124000,9638980
2023-07-28,126200,129000,122000,128000,8718746
2023-07-31,128000,128500,122500,123400,4623350
2023-08-01,124000,126400,120700,125100,4656047
2023-08-02,123300,124800,118700,119500,3765478
2023-08-03,119000,121300,117200,120000,3498537
2023-08-04,118300,120900,118100,120100,2375384
2023-08-07,120600,124900,120500,121900,3724826
2023-08-08,121900,122400,118300,118600,2729243
2023-08-09,118500,119200,117200,118500,2551668
2023-08-10,117400,118500,115100,118500,2622604
2023-08-11,118000,119400,115200,115300,2412381
2023-08-14,114600,117300,114000,114900,2038360
2023-08-16,117200,118500,115000,115800,3870479
2023-08-17,114300,115500,112500,114800,3064253
2023-08-18,112600,118700,111800,117200,3329697
2023-08-21,117300,118500,115600,116400,2621973
2023-08-22,120000,120900,114900,116500,3349473
2023-08-23,116200,116800,114100,116000,2573292
2023-08-24,122300,123600,120300,120900,6368401
2023-08-25,117400,118300,115300,116500,3533647
2023-08-28,117000,117500,115500,115900,1746882
2023-08-29,118300,120300,117100,118600,2682352
2023-08-30,122400,122800,119400,119400,2629711
2023-08-31,121000,122800,120000,121800,4403695
2023-09-01,121400,122600,119600,120000,2886011
2023-09-04,118300,119700,116200,119200,3491280
2023-09-05,118100,121000,117700,119400,1749591
2023-09-06,118600,120000,117800,118200,1615519
2023-09-07,118200,120900,117100,118500,2995088
2023-09-08,117000,117100,112800,113700,4943255
2023-09-11,113700,116000,112900,115900,2542590
2023-09-12,115400,117500,113900,116700,2749688
2023-09-13,117900,120700,116900,118500,3860589
2023-09-14,118600,122200,118600,122200,3948784
2023-09-15,122900,124400,121600,122400,3579662
2023-09-18,120300,122900,118800,119000,2356621
2023-09-19,119400,121300,118600,119200,1921912
2023-09-20,118900,119700,116700,118000,2228681
2023-09-21,116000,116900,114100,116500,3151900
2023-09-22,114300,117300,114200,117300,2938386
2023-09-25,115900,117700,115700,117000,2181722
2023-09-26,117000,117200,113300,115000,3237819
2023-09-27,113000,115200,112300,114700,3060751
2023-10-04,113000,116600,113000,115400,4447702
2023-10-05,122900,122900,118100,120200,6112858
2023-10-06,120200,121600,119000,120400,4158083
2023-10-10,122800,124300,119500,119500,5580659
2023-10-11,123000,123900,119200,119200,4293299
2023-10-12,121100,124200,120500,124200,4016352
2023-10-13,123100,126300,122500,124700,3205273
2023-10-16,124700,125200,122400,124100,3008476
2023-10-17,125000,130800,123500,130000,6411880
2023-10-18,128600,130700,127200,130000,4760148
2023-10-19,127600,128900,125100,125700,5089745
2023-10-20,124300,127200,122800,126200,3868266
2023-10-23,126800,127200,123500,124000,2432303
2023-10-24,125400,127000,123900,126800,2802010
2023-10-25,127500,129000,126100,127500,3053002
2023-10-26,122100,124800,119500,120000,5961584
2023-10-27,119800,120900,117500,119100,5486088
2023-10-30,119100,121700,118700,119100,2798497
2023-10-31,119800,120900,116300,116300,3166739
2023-11-01,117900,120300,117000,120300,2707225
2023-11-02,123900,125400,123100,125300,3736208
2023-11-03,126500,127200,125000,125800,2796773
2023-11-06,125800,133000,125800,133000,6923192
2023-11-07,132000,133500,129300,130400,4940510
2023-11-08,131600,132700,126600,127600,3328279
2023-11-09,127700,129800,126700,128000,2228081
2023-11-10,127900,130800,127000,130500,2656526
2023-11-13,133000,134100,131000,131800,2644761
2023-11-14,133500,133500,130000,130000,2589591
2023-11-15,133900,134200,132100,134100,3616292
2023-11-16,133000,134400,131200,132300,2456351
2023-11-17,131500,132000,129100,129900,2438499
2023-11-20,129300,132000,129300,131400,2004403
2023-11-21,132000,133300,131600,132000,2439306
2023-11-22,129600,131600,129500,131300,2128566
2023-11-23,130600,131400,129500,130100,1839516
2023-11-24,130600,131000,128000,128000,1925668
2023-11-27,129200,130700,128400,130700,2264243
2023-11-28,132100,132100,129900,131400,2562226
2023-11-29,130200,131000,128900,130400,2227853
2023-11-30,129900,133900,129900,133900,3625365
2023-12-01,132200,133000,130800,132600,3641222
2023-12-04,133400,134600,131100,131100,2680820
2023-12-05,129700,130000,125400,125900,4375531
2023-12-06,126800,127500,125400,125600,2667583
2023-12-07,125600,127800,124500,125600,2478565
2023-12-08,128100,129100,127500,127500,2762531
2023-12-11,128700,129100,127300,128900,3696790
2023-12-12,130600,131900,130500,131000,3126577
2023-12-13,130000,132400,130000,131200,2852873
2023-12-14,133700,138300,133600,136700,8217135
2023-12-15,137000,140000,137000,140000,5011719
2023-12-18,139000,140800,138900,140000,2540812
2023-12-19,140000,140800,138100,138200,2309721
2023-12-20,139900,140800,139300,140500,3108011
2023-12-21,139200,140600,138100,140500,2737124
2023-12-22,142700,143700,140600,140600,3183709
2023-12-26,142000,142000,139400,140900,2239789
2023-12-27,140800,141600,139200,140400,2336777
2023-12-28,140900,141600,139500,141500,2459473
2024-01-02,139700,142800,139700,142400,2147458
2024-01-03,140000,140800,136800,136800,3257820
2024-01-04,136800,138800,135800,136400,2661970
2024-01-05,135800,137500,135800,137500,1846781
2024-01-08,137500,137900,135400,136000,2498302
2024-01-09,139000,139500,136600,137400,3473806
2024-01-10,137700,138100,132100,133500,3769252
2024-01-11,132400,137100,132400,136000,3594909
2024-01-12,136400,137300,133400,134100,1878915
2024-01-15,134800,135100,133300,134100,1858867
2024-01-16,132600,133700,131100,132100,3670169
2024-01-17,133800,134500,129000,131000,3822702
2024-01-18,131500,136800,130600,136200,3050556
2024-01-19,138700,141300,137400,141300,4946040
2024-01-22,145200,145400,142300,142600,3784276
2024-01-23,142300,142800,138300,140800,2912611
2024-01-24,140000,141700,137600,141500,2580665
2024-01-25,142700,143700,136900,137400,4708651
2024-01-26,136200,138600,136000,136000,3247410
2024-01-29,135500,137000,135000,135000,2311854
2024-01-30,135300,137800,134400,136900,2297631
2024-01-31,134800,136600,133600,134700,2815362
2024-02-01,133100,135600,131700,132700,3778274
2024-02-02,132300,135300,132200,134900,3708253
2024-02-05,134900,135800,131700,132300,3300954
2024-02-06,133700,138400,132000,138000,4672324
2024-02-07,136600,138500,135500,138000,3348045
2024-02-08,139000,143000,137900,142800,5780714
2024-02-13,146800,150000,145000,150000,6902585
2024-02-14,146300,149200,144900,148700,4396924
2024-02-15,151300,152700,148000,148700,3560211
2024-02-16,150600,150600,145700,146800,3265836
2024-02-19,146200,153200,146000,151300,3997323
2024-02-20,150300,151100,147500,149600,3507601
2024-02-21,147100,152200,147100,149000,4278500
2024-02-22,154500,156500,152600,156500,5966352
2024-02-23,166900,166900,159800,161400,7012032
2024-02-26,158400,164800,158400,161800,4329477
2024-02-27,159000,160000,153300,153800,6107954
2024-02-28,154500,159200,153800,158000,3666960
2024-02-29,154900,158400,154500,156200,3386307
2024-03-04,161000,168100,160700,166500,5230909
2024-03-05,165100,169000,164100,165800,3612530
2024-03-06,164100,165500,162700,162900,2672526
2024-03-07,164500,165900,161000,164900,3052700
2024-03-08,169800,174900,169300,171900,5089650
2024-03-11,165000,168900,164700,166600,3450905
2024-03-12,166100,167200,164000,165700,3102706
2024-03-13,168600,169700,162000,163600,5072935
2024-03-14,163600,164200,161100,161900,3655060
2024-03-15,159600,162900,158600,161200,4099531
2024-03-18,161200,164500,161000,164300,2696598
2024-03-19,161700,161800,157600,160200,4159293
2024-03-20,160200,161400,154100,156500,5692523
2024-03-21,165200,171400,162600,170000,9205769
2024-03-22,169000,173900,167400,169800,5400916
2024-03-25,170500,174800,168500,169400,3434516
2024-03-26,172000,179500,171900,176600,6549669
2024-03-27,176700,183000,175600,181200,5774536
2024-03-28,178000,182100,178000,178200,3424716
2024-03-29,179200,183900,177600,183000,3035080
2024-04-01,186400,190500,185000,185500,2723474
2024-04-02,188000,190000,184400,186300,4207759
2024-04-03,182000,183700,178200,179200,5416518
2024-04-04,184400,188500,184000,188000,5344102
2024-04-05,184800,187600,181800,182800,4043133
2024-04-08,183900,183900,180000,181200,3278855
2024-04-09,182300,185300,181700,182900,2302751
2024-04-11,182900,188400,182400,188400,4098231
2024-04-12,188700,191400,187000,187400,3097301
2024-04-15,185400,188400,183000,188200,2672047
2024-04-16,184400,185500,178300,179100,4956035
2024-04-17,179600,182500,177700,178700,4340591
2024-04-18,176000,183300,175400,182300,4170243
2024-04-19,177200,178500,169500,173300,7545976
2024-04-22,170700,172400,167000,171600,5882906
2024-04-23,172600,173700,169700,171000,3975371
2024-04-24,178900,180200,176300,179800,4254632
2024-04-25,173800,176700,170600,170600,5332149
2024-04-26,176200,178300,174900,177800,5471765
2024-04-29,179100,180400,175600,175900,2892809
2024-04-30,175900,179000,173800,174200,3655060
2024-05-02,169000,174700,169000,173600,3168250
2024-05-03,177000,177500,173200,173200,2336256
2024-05-07,179400,180900,179300,179600,4349589
2024-05-08,177600,179400,176000,178000,2304744
2024-05-09,179000,179400,175400,175400,2861600
2024-05-10,176500,180100,176400,179900,2813668
2024-05-13,180000,184000,179000,183800,3230023
2024-05-14,184200,185800,181800,185300,2763069
2024-05-16,191100,194000,191100,193000,5083178
2024-05-17,192000,193500,189900,189900,2841394
2024-05-20,192300,193200,188600,190100,3592128
2024-05-21,193400,193500,191200,192000,2468109
2024-05-22,191900,197700,190900,197700,3949439
2024-05-23,203500,204000,198200,200000,4681849
2024-05-24,199800,202500,197500,198600,3793872
2024-05-27,203500,209000,199100,201500,4774882
2024-05-28,202500,205500,200500,202500,2084945
2024-05-29,210000,210000,200500,202500,3073139
2024-05-30,202500,202500,195700,195700,2402236
2024-05-31,194400,195200,188200,189200,5958829
2024-06-03,189500,194600,188200,194200,2982443
2024-06-04,196400,196500,192900,193300,1996780
2024-06-05,189400,195200,188800,193700,2709631
2024-06-07,199500,207500,197300,207500,4805326
2024-06-10,206000,209500,205000,208000,2448961
2024-06-11,210000,215000,206000,212500,3070163
2024-06-12,212000,216000,211000,215000,2151331
2024-06-13,226000,226500,219000,222000,5777279
2024-06-14,225000,225000,216000,221000,3311223
2024-06-17,219000,229500,219000,223000,2198340
2024-06-18,227000,234500,227000,234500,3136231
2024-06-19,235000,243000,231500,233500,3758652
2024-06-20,233500,238500,231000,237500,2927358
2024-06-21,230500,234500,230000,234000,3848394
2024-06-24,228000,230000,220000,223000,5080726
2024-06-25,215500,225000,215000,225000,5730999
2024-06-26,228000,238500,227500,237000,5166862
2024-06-27,229500,239000,227500,236500,3763005
2024-06-28,235500,237500,232500,236500,2368287
2024-07-01,233500,236500,232000,235500,1709955
2024-07-02,235500,237000,230500,232000,2343947
2024-07-03,231000,236000,225000,236000,3315677
2024-07-04,240500,240500,225000,230000,7599882
2024-07-05,228500,237500,227500,236000,4041293
2024-07-08,234000,237000,232500,233500,2309023
2024-07-09,235500,241000,233000,238500,4810781
2024-07-10,237500,239000,234000,239000,2579373
2024-07-11,242500,248500,241000,241000,5336097
2024-07-12,232000,236000,230000,233000,4972976
2024-07-15,235000,235500,226500,230000,3301380
2024-07-16,226500,235000,224000,233000,3982189
2024-07-17,229500,230000,220500,220500,6051510
2024-07-18,212500,215000,209000,212500,8847665
2024-07-19,208500,214000,207000,209500,4519170
2024-07-22,209000,209500,200500,205000,6662441
2024-07-23,208500,209500,200500,205000,5976519
2024-07-24,202000,212500,200000,208500,4838734
2024-07-25,196200,198800,189000,190000,12503762
2024-07-26,190800,194500,186100,191800,8769107
2024-07-29,195000,195700,192200,195600,4017366
2024-07-30,191300,192200,186500,188900,5165131
2024-07-31,188000,195000,185200,194600,6439929
2024-08-01,201500,201500,193300,193300,6457167
2024-08-02,183600,184000,172400,173200,13050139
2024-08-05,168000,171200,151600,156100,12358821
2024-08-06,165100,166400,161500,163700,10717321
2024-08-07,160900,171000,157400,169300,9732037
2024-08-08,162600,168200,161200,163400,5370361
2024-08-09,172800,172800,168800,171500,5141277
2024-08-12,174500,179800,172600,177000,4413736
2024-08-13,179900,182400,178800,181900,4234287
2024-08-14,188000,188100,184700,186700,4420516
2024-08-16,196000,200000,194700,199700,6959688
2024-08-19,199900,199900,192400,193900,3977026
2024-08-20,198700,202500,198100,199700,4258190
2024-08-21,193000,195400,191100,192600,4508983
2024-08-22,192000,194400,189000,191100,3166217
2024-08-23,186000,189300,185400,185500,4371332
2024-08-26,187800,188500,179600,179600,4913204
2024-08-27,176800,180200,173400,175000,5796566
2024-08-28,175000,180800,174000,179300,5590086
2024-08-29,167600,171700,167200,169700,8284585
2024-08-30,171000,175500,169400,173700,4498221
2024-09-02,173600,174900,168400,174000,3507670
2024-09-03,172900,173800,168300,168300,3286574
2024-09-04,152900,159000,152900,154800,10020391
2024-09-05,157000,163000,156600,159400,5349484
2024-09-06,157100,158200,154900,156400,3459914
2024-09-09,151800,157700,150500,157000,4484162
2024-09-10,157400,161700,154300,155500,4718523
2024-09-11,156800,158700,154300,157200,3203928
2024-09-12,165200,171300,163800,168800,8628996
2024-09-13,166500,166700,161100,162800,5246578
2024-09-19,154700,155700,144700,152800,15001257
2024-09-20,160500,160800,155900,157100,7155655
2024-09-23,155800,162900,155700,162000,4497592
2024-09-24,163700,163700,159200,163500,3442530
2024-09-25,166700,169300,165000,165300,4665075
2024-09-26,178400,180900,176200,180900,9519633
2024-09-27,187500,189300,183800,183800,6886272
2024-09-30,183700,183800,174600,174600,4859468
2024-10-02,172700,175500,169100,169100,4720638
2024-10-04,171700,175600,170700,174100,3633358
2024-10-07,178400,184900,176000,184900,3904925
2024-10-08,182200,185000,178000,178000,3988028
2024-10-10,184500,188100,183400,186700,6325045
2024-10-11,190000,191200,185100,186000,3475666
2024-10-14,186900,192300,186900,187500,3309274
2024-10-15,191900,193200,189700,192900,4060365
2024-10-16,184700,192500,183600,188700,4787317
2024-10-17,191200,196000,188700,196000,3996946
2024-10-18,198200,198200,186200,187300,5509895
2024-10-21,189400,192300,188000,190900,2428544
2024-10-22,195300,195300,187500,187800,3466963
2024-10-23,188500,196700,188000,196000,4366079
2024-10-24,193500,202000,190000,198200,6344515
2024-10-25,203000,206000,199400,201000,5530362
2024-10-28,203500,205000,194200,196000,4114186
2024-10-29,196000,197000,189100,190300,4067991
2024-10-30,190200,195400,189400,195000,3580400
2024-10-31,189900,192900,186100,186300,4573282
2024-11-01,182500,184900,180500,182200,3478519
2024-11-04,185200,194000,183700,194000,3569575
2024-11-05,193600,198800,192100,193200,3560310
2024-11-06,197700,199200,192700,195800,3460361
2024-11-07,197400,198300,193100,197400,2976546
2024-11-08,200500,203000,198800,200500,3031573
2024-11-11,199300,199300,192400,192600,2636191
2024-11-12,192500,192500,184900,185800,3920254
2024-11-13,185700,189500,182600,182900,3172827
2024-11-14,182900,184900,171700,173000,6309368
2024-11-15,174000,179000,173600,178200,4330750
2024-11-18,173800,177800,170300,171700,3885644
2024-11-19,170400,172900,168100,170600,4075013
2024-11-20,175000,175100,170200,170600,3689296
2024-11-21,168200,173000,168200,168800,3821502
2024-11-22,171700,178200,171200,176700,3919973
2024-11-25,174500,179500,173900,177000,4393882
2024-11-26,175200,177700,174700,177100,1996128
2024-11-27,175600,175700,167900,168300,4756820
2024-11-28,164600,166300,160800,161100,5691298
2024-11-29,160000,162400,157600,159900,4682788
2024-12-02,162200,162700,158600,158800,3558868
2024-12-03,159200,165100,159100,164900,4180365
2024-12-04,161300,168000,161100,168000,5701792
2024-12-05,170000,175600,169300,173000,4671438
2024-12-06,173500,173600,165000,167100,4434259
2024-12-09,167100,170600,165000,168900,5305672
2024-12-10,168000,170400,167600,170400,3159112
2024-12-11,167400,171800,167000,171800,2281189
2024-12-12,176500,177400,173500,176100,4550292
2024-12-13,174400,176400,173500,175500,3677980
2024-12-16,177400,180400,177300,179300,3278975
2024-12-17,183000,184500,182100,184000,3188910
2024-12-18,183400,183900,181600,183500,2363872
2024-12-19,173900,176800,173000,175000,4833862
2024-12-20,174100,174800,167100,168500,4487308
2024-12-23,170000,173300,169600,169600,3287596
2024-12-24,171700,171900,168300,168500,1844961
2024-12-26,170000,172000,169400,170100,2022727
2024-12-27,170100,176000,170000,174500,2643523
2024-12-30,174000,175800,172400,173900,1434202
2025-01-02,170500,172200,170000,171200,2102175
2025-01-03,174500,182700,173100,181900,4233446
2025-01-06,184400,199800,184400,199800,7320382
2025-01-07,205000,206500,194800,195000,6075445
2025-01-08,193100,198100,191000,194700,4275792
2025-01-09,201000,206000,199800,205000,6692254
2025-01-10,208000,212500,202500,203500,6149475
2025-01-13,203000,203000,193900,194300,4767294
2025-01-14,194300,197900,193600,195000,3019149
2025-01-15,198000,201000,197700,198200,3620460
2025-01-16,208500,210000,206500,210000,6029645
2025-01-17,209500,217500,209000,214500,5041329
2025-01-20,219000,219000,210500,212000,3036234
2025-01-21,216500,220000,214000,218000,3323212
2025-01-22,221500,227000,217000,225500,5901740
2025-01-23,221000,225500,215000,219500,5994781
2025-01-24,220500,227000,217500,221000,3771572
2025-01-31,197000,204500,194800,199200,11871995
2025-02-03,191500,193200,186900,190900,7926444
2025-02-04,192900,194300,190100,191100,5851146
2025-02-05,191900,199400,191900,198800,4245118
2025-02-06,202000,205000,200500,203500,4032622
2025-02-07,205000,206000,200500,203000,2206293
2025-02-10,197800,203000,197000,198100,2779740
2025-02-11,201000,201500,198000,199700,2488710
2025-02-12,196500,199900,196000,198900,2884072
2025-02-13,198800,208500,198100,208500,3574410
2025-02-14,209000,212000,206500,210000,2598656
2025-02-17,211500,216000,211000,212000,2497922
2025-02-18,212000,215000,207000,210000,1937894
2025-02-19,216000,219500,214000,218500,3537720
2025-02-20,217000,218500,211000,212000,3080242
2025-02-21,209500,211000,205500,209500,2601151
2025-02-24,202500,205000,201000,205000,3087127
2025-02-25,199800,202000,199200,200500,3651613
2025-02-26,199000,206000,198600,203000,3849749
2025-02-27,204500,205000,198100,199200,3993419
2025-02-28,191600,193000,188700,190200,5533027
2025-03-04,184800,187500,184000,186100,5424556
2025-03-05,188200,194400,186600,193100,4162368
2025-03-06,193500,194000,190300,192400,2540131
2025-03-07,191000,192800,187900,192400,2700590
2025-03-10,187500,191500,187300,187900,2441476
2025-03-11,182100,189000,181300,187800,3521800
2025-03-12,192400,199350,189700,198900,4064278
2025-03-13,202500,204500,195500,199700,3883033
2025-03-14,198500,206000,198500,204500,3397462
2025-03-17,207000,209500,203500,206000,2584679
2025-03-18,208500,209000,201000,203000,2696191
2025-03-19,202000,209500,201000,205500,3102000
2025-03-20,207000,211000,205500,210000,2779557
2025-03-21,213500,219500,212000,215500,5731880
2025-03-24,211500,214500,209500,211500,1611040
2025-03-25,214500,215500,208000,208000,2262656
2025-03-26,209000,215500,208500,214000,2058540
2025-03-27,208000,212000,206500,207000,2287220
2025-03-28,203000,204500,198900,199300,2673553
2025-03-31,193500,195500,190500,190700,4561715
2025-04-01,193600,198500,192000,197000,2317253
2025-04-02,198800,201500,197300,197900,2764223
2025-04-03,189600,194600,188200,194600,4177747
2025-04-04,187900,189600,178400,182200,9182017
2025-04-07,168000,172800,164800,164800,7879050
2025-04-08,172000,173100,168200,169500,4965171
2025-04-09,170000,170000,162700,165000,8035679
2025-04-10,189700,189900,180000,183200,7836984
2025-04-11,177800,181800,176100,180800,3223735
2025-04-14,182900,184400,178000,180200,3466194
2025-04-15,180200,182400,179700,180600,1915455
2025-04-16,176500,177500,173500,174000,2933428
2025-04-17,172100,175400,171800,175000,2989493
2025-04-18,174000,175500,172800,175000,1305152
2025-04-21,174800,180000,174500,176600,1877473
2025-04-22,175000,175500,173300,173800,2008388
2025-04-23,179100,181600,178100,181000,3857373
2025-04-24,182800,183400,177600,178300,3162156
2025-04-25,182500,184900,182100,184400,3507810
2025-04-28,183500,183900,179700,182000,2455710
2025-04-29,182000,182900,179100,180800,1866386
2025-04-30,179100,180000,176700,177500,2354473
2025-05-02,179400,186200,178400,186000,3886874
2025-05-07,187700,191500,185900,190800,3830097
2025-05-08,196000,196000,189400,190300,5125330
2025-05-09,192000,192800,186800,190100,2539822
2025-05-12,193600,195200,193500,195000,1624884
2025-05-13,200500,201500,197300,198500,3385009
2025-05-14,207000,207000,204000,206000,3333511
2025-05-15,207500,208000,199500,200500,3178957
2025-05-16,206000,206750,203500,204500,2419507
2025-05-19,203000,203000,197500,199400,2482673
2025-05-20,202500,208000,201500,202000,2820546
2025-05-21,204500,205000,199900,200500,1721760
2025-05-22,199900,201500,196500,196900,1988587
2025-05-23,199900,201500,198700,200000,1538701
2025-05-26,200000,203500,196900,203000,1459997
2025-05-27,200500,203500,200000,202500,1424916
2025-05-28,206500,209500,206000,208000,3161188
2025-05-29,214500,214500,207500,212000,3827689
2025-05-30,210000,210000,203000,204500,4826628
2025-06-02,205000,208500,203000,207500,1775752
2025-06-04,218000,223000,216500,217500,5108674
2025-06-05,225500,230000,222000,224500,5768506
2025-06-09,233000,233500,228000,229000,3666084
2025-06-10,231000,232500,227500,230500,3718655
2025-06-11,236000,241000,235000,240000,4230421
2025-06-12,242500,246500,235000,235500,4994238
2025-06-13,240500,243000,233750,235500,4100610
2025-06-16,238000,248500,238000,248000,3760740
2025-06-17,253000,260000,248000,249000,5044669
2025-06-18,245500,252000,245000,246500,4081001
2025-06-19,247000,250000,242000,246000,2317796
2025-06-20,249000,257000,247500,257000,3597877
2025-06-23,252500,263000,248500,259500,3398736
2025-06-24,270000,283000,269500,278500,5436312
2025-06-25,289000,291500,284000,286000,5466598
2025-06-26,294500,298500,287000,293000,5894020
2025-06-27,288000,294500,281000,284000,5134863
2025-06-30,288500,294500,286000,292000,4375298
2025-07-01,291000,294500,285500,285500,3687981
2025-07-02,283500,283500,274500,279000,4702056
2025-07-03,281000,284000,277000,278500,3642140
2025-07-04,279500,281500,269000,270500,3654933
2025-07-07,266000,272000,264500,271000,2523564
2025-07-08,271000,285000,268500,282000,3119395
2025-07-09,282500,284000,277500,281000,2626484
2025-07-10,284000,297000,283500,297000,4556065
